sim_ind	normalized_rf	kf_distance	MAE
1	0.5442073170731707	6.758183713763146	1.0697055960683353
2	0.5228658536585366	7.055406035610977	1.0930877919069892
3	0.5320121951219512	6.972561090089291	1.0449292275009783
4	0.5213414634146342	6.899791459352887	0.986722785027609
5	0.5884146341463414	7.174314480507924	1.0524088397087241
6	0.5213414634146342	6.83999922364591	1.0451995859563543
7	0.5442073170731707	6.927851058887765	0.8887909362642386
8	0.5472560975609756	7.284314577928682	1.106766554227364
9	0.5365853658536586	7.132839962575613	1.050918480019466
10	0.5365853658536586	7.001539065498395	0.9092251642259637
