sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.6920152091254753	5.092148113564761	1.0734475610766645	0.2
2	0.7300380228136882	4.901722847417953	1.1460814574384648	0.2
3	0.7338403041825095	5.004659794319824	1.2531554425869524	0.2
4	0.7072243346007605	5.118744089223098	1.0795701827886162	0.2
5	0.6996197718631179	5.415365324215449	0.9527224536698665	0.2
6	0.6958174904942965	4.945517430856021	1.1158552943743847	0.2
7	0.6806083650190115	4.927827320008407	1.0814930647981669	0.2
8	0.6958174904942965	5.075916998441915	1.0894241815221677	0.2
9	0.7072243346007605	4.93161291881812	1.3072043501332127	0.2
10	0.6958174904942965	5.0348301322943545	0.9647758134514051	0.2
