sim_ind	normalized_rf	kf_distance	MAE
1	0.660377358490566	1.531421755256217	0.47760495657777813
2	0.7169811320754716	1.7179516723512132	0.6308461418936023
3	0.7547169811320755	1.7488265111520855	0.6458774868309772
4	0.7547169811320755	1.8051743903528092	0.6197957459582493
5	0.7735849056603774	1.704263263457704	0.5752109822303023
6	0.7924528301886793	1.8884175313281568	0.528376986602021
7	0.6981132075471698	1.8048260606301452	0.4696096619582491
8	0.7547169811320755	1.605253299671853	0.8204094053117853
9	0.6226415094339622	1.5899581575396906	0.5221583564188549
10	0.8113207547169812	1.8663276610927397	0.43588647315420925
