sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.23076923076923078	1.2288440662302185	1.0285042658095236	0.9
2	0.15384615384615385	1.0369381444049621	1.2153816764380954	0.9
3	0.07692307692307693	2.6764529794738	1.5484827640761905	0.9
4	0.07692307692307693	1.4851360524067603	1.2781405081142856	0.9
5	0.07692307692307693	2.0966253114728226	1.662709839333334	0.9
6	0.23076923076923078	2.2486914355390435	1.7263858408380954	0.9
7	0.23076923076923078	3.0087184065962354	1.7189358375428574	0.9
8	0.0	2.863222842467939	1.7343642996761912	0.9
9	0.15384615384615385	3.3706237224342313	2.315087849657143	0.9
10	0.0	1.0354082970105756	1.2042632989523814	0.9
