sim_ind	normalized_rf	kf_distance	MAE
1	0.5238095238095238	1.849388089355409	0.6973405990169134
2	0.5476190476190477	2.0265873736523474	0.6447789111353062
3	0.5952380952380952	2.2066606118710146	0.7869851663414381
4	0.4523809523809524	2.147179424905961	0.5538814193054966
5	0.6666666666666666	2.359291230125521	0.6608572102896413
6	0.47619047619047616	2.0668062100915283	0.6081514194090906
7	0.5714285714285714	2.2754912729652284	0.6889537084027484
8	0.4523809523809524	2.066980100520675	0.6147838140909097
9	0.5238095238095238	2.3051872399433253	0.7122970222410148
10	0.5714285714285714	2.1112761527089625	0.7274434049957724
