sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.23076923076923078	0.4164164145249995	0.22285027083809522	0.55
2	0.46153846153846156	0.8804094581277597	0.36425036860952387	0.55
3	0.46153846153846156	0.9063054466889808	0.3194037460380954	0.55
4	0.15384615384615385	0.41630168607674106	0.23738628264761905	0.55
5	0.23076923076923078	0.4907383183145732	0.2665667468952382	0.55
6	0.46153846153846156	0.9536435099819043	0.485177154304762	0.55
7	0.38461538461538464	0.7562510278425996	0.28006435125714296	0.55
8	0.15384615384615385	0.5162987584734656	0.3658837195809525	0.55
9	0.38461538461538464	0.6507762843487933	0.22906475310476201	0.55
10	0.6153846153846154	1.5056859218310399	0.6493677672952377	0.55
