sim_ind	normalized_rf	kf_distance	MAE
1	0.4975609756097561	4.109131523769304	2.06396254954608
2	0.5317073170731708	4.206693843102877	2.1606891483149093
3	0.5170731707317073	4.154462220976911	2.126337029851593
4	0.5170731707317073	4.2627643048123	2.197714981087667
5	0.526829268292683	4.123125932932645	2.1088935824201585
6	0.5121951219512195	4.1887210091841816	2.0774404785906833
7	0.4682926829268293	4.046198018988157	2.040640345138412
8	0.45365853658536587	4.011279054798011	2.0060391258727965
9	0.4682926829268293	4.117249247335489	2.115979017093673
10	0.48292682926829267	4.149629573543781	2.091067093304898
