sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.6996197718631179	4.903668663526087	1.2013783222287615	0.2
2	0.6844106463878327	4.841291878686811	1.0954898541153772	0.2
3	0.688212927756654	4.9081329253493235	1.2237720154338465	0.2
4	0.6920152091254753	4.968578593287225	1.1870297506861243	0.2
5	0.6615969581749049	5.047741417417895	1.0814985665215378	0.2
6	0.6349809885931559	4.925223619275325	1.0170200427318914	0.2
7	0.6844106463878327	4.908904331938346	1.0320080368800495	0.2
8	0.6615969581749049	4.728165647291143	1.1836175863565974	0.2
9	0.6806083650190115	4.65771381072546	1.2140130446783644	0.2
10	0.6844106463878327	4.947857066208091	1.3244497963047428	0.2
