sim_ind	normalized_rf	kf_distance	MAE
1	0.9617834394904459	5.169975962706709	1.2916690258512848
2	0.9745222929936306	5.6671150917999835	1.793103785668022
3	0.9617834394904459	4.893472204900364	1.7349811019982475
4	0.9363057324840764	4.977464354945728	1.5977741213303067
5	0.9617834394904459	4.892149416460446	1.6527171419968145
6	0.9808917197452229	4.94543230606321	1.6814667508050334
7	0.9617834394904459	5.009025483109284	1.5663326017449353
8	0.9617834394904459	4.773522682627502	1.6382190776770986
9	0.9617834394904459	4.877155780456918	1.6100702300120888
10	0.9554140127388535	5.064105585107511	1.6841100314788588
