sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.2310126582278481	1.9876202401323286	0.30994324535576767	1.0
2	0.22784810126582278	1.9614806331107046	0.5100081381366457	1.0
3	0.2563291139240506	2.2768516925376026	0.6999386333666566	1.0
4	0.2088607594936709	2.320548315930977	0.845222033005449	1.0
5	0.21835443037974683	3.5302946970850093	1.0270695647596875	1.0
6	0.2974683544303797	2.6139983402405154	0.5333087867811899	1.0
7	0.25316455696202533	2.2185727620468327	0.41731762438074876	1.0
8	0.21518987341772153	2.092343403767882	0.4373400088132942	1.0
9	0.23417721518987342	2.1149620586842195	0.2571176638217052	1.0
10	0.310126582278481	2.4825550957287708	0.4899981559396159	1.0
