sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.5316455696202531	3.1799697712553323	0.8024929410753152	0.3
2	0.5759493670886076	3.639905178026057	0.7209859383268077	0.3
3	0.6518987341772152	3.509475327527273	0.5950903165121066	0.3
4	0.6582278481012658	3.609036900764458	0.5560373273774379	0.3
5	0.6518987341772152	3.570708144738875	0.6340597785177661	0.3
6	0.620253164556962	3.39372675161364	0.5645500156610055	0.3
7	0.5886075949367089	3.5028513131833625	0.649865226886713	0.3
8	0.6265822784810127	3.509282078758163	0.7178572530294017	0.3
9	0.6772151898734177	4.4774426413635515	0.8074905865428452	0.3
10	0.5316455696202531	3.259095086769736	0.47078791575998635	0.3
