sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.375366568914956	0.947538611459818	0.37497704326554326	0.7
2	0.35777126099706746	0.9400975936414931	0.37676873798619487	0.7
3	0.3724340175953079	0.8908917975290856	0.4085774365520915	0.7
4	0.36363636363636365	0.9429751835525471	0.42040067133946757	0.7
5	0.375366568914956	0.9338633101780145	0.3058758751688751	0.7
6	0.39589442815249265	0.9587800091272735	0.44794705490457665	0.7
7	0.33724340175953077	0.9571645116428477	0.3479868016231039	0.7
8	0.3841642228739003	0.9665231668486409	0.42261934511911997	0.7
9	0.33724340175953077	0.9716902682192455	0.36752845489779046	0.7
10	0.3489736070381232	0.9872577104572995	0.33232819143409226	0.7
