tool	family	seed_number	RMSE (training)	RMSE (test)	MAE (training)	MAE (test)	R^2 (test)	Pearson (test)
nat	PF07679	8582	0.01328135866523452	0.02117210865931115	0.01034360703581939	0.01721627619347523	0.8597259155590329	0.9276059635311696
nat	PF13354	859	0.014857983005861206	0.020035946982298734	0.011669090926362785	0.015005667323243111	0.9278356669910008	0.9717323820326033
nat	PF13354	7733	0.014583989951161584	0.02465025914071452	0.011672770344746996	0.018265016575133255	0.9339241282972072	0.970727074119371
nat	PF13354	891	0.013275152868211357	0.03086188687529971	0.010469834587840024	0.019859585936192754	0.8285437566803526	0.9116650010742682
nat	PF13354	6541	0.014240941225847747	0.0221153046310835	0.011295259905459966	0.016500016734228417	0.9326228863185992	0.9680268386286658
nat	PF13354	4386	0.014190805379925444	0.023688474700252506	0.011208488971712187	0.01754308540266523	0.8880917809982307	0.9503504361693477
nat	PF13354	4327	0.013770635636940573	0.023431051211257548	0.011056694300705664	0.016152114540637984	0.8806064127651589	0.9537121899849536
nat	PF13354	6972	0.01461773796772278	0.023590146514693062	0.011567810347999438	0.017639559303016947	0.9305768487288067	0.9659032964899965
nat	PF13354	941	0.014224668496509388	0.02084139811780672	0.01127042322331009	0.015363364945144474	0.8915348964085356	0.9475803769368516
nat	PF13354	2014	0.014726660033840497	0.02825115793353555	0.01172234612515886	0.018957293855442304	0.8855574319893897	0.9477108244952146
nat	PF13354	8582	0.014089689153337914	0.03424534280913214	0.011177845591247492	0.01993849532826667	0.8328405031613488	0.9127333579778942
nat	PF02518	859	0.028426002367496483	0.04650034578491815	0.022060026695021235	0.02666799617085083	0.6991213442569773	0.8580194517722426
nat	PF02518	7733	0.028983649848446372	0.046309096365337254	0.022360617908779554	0.026049222047869105	0.7187064778678669	0.8685868307216345
nat	PF02518	891	0.030039303890726097	0.0302078104830796	0.023072259544190357	0.023191409061490656	0.8623416460192435	0.9294178353935227
nat	PF02518	6541	0.029681753166430236	0.03142716930332	0.02282085990254653	0.023540236311844067	0.8743968423850412	0.9353976206021357
nat	PF02518	4386	0.02855628828014091	0.04857204449714918	0.02207207577927078	0.026739084480304185	0.7148663163066278	0.8708290670080869
nat	PF02518	4327	0.029641398073714305	0.03089172811674137	0.022796437578426938	0.02334155551933002	0.8798924429352897	0.9383754315114815
nat	PF02518	6972	0.029522254414662198	0.03175052590114235	0.022748072449303953	0.023674446680646402	0.8728966388964147	0.9349579283605886
nat	PF02518	941	0.02880005778081962	0.05051501558602586	0.022293745419252678	0.026509877011874065	0.6376131846123809	0.8385594269293055
nat	PF02518	2014	0.02989598890128023	0.030275467274531256	0.02304361928148189	0.02299242122515723	0.8870636304992789	0.942521155245388
nat	PF02518	8582	0.029530944947345816	0.031417549728385875	0.022693801557098426	0.023776430146288927	0.8668145647893768	0.9312277142853714
