sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.2879746835443038	2.296178606088985	0.3975276511302824	1.0
2	0.13291139240506328	2.5247289638116093	0.9576932851260104	1.0
3	0.23734177215189872	2.1509911731246687	0.3567074785201587	1.0
4	0.18354430379746836	2.512945588347102	0.8132175666573095	1.0
5	0.22151898734177214	2.944701966477988	1.120839813367942	1.0
6	0.2310126582278481	3.332464710528971	1.3797834562306401	1.0
7	0.17721518987341772	2.8066649618322286	1.0057498104460858	1.0
8	0.17721518987341772	2.3385802947988834	0.7821845884045786	1.0
9	0.2468354430379747	2.301771954787893	0.47161813427683125	1.0
10	0.22151898734177214	1.990041073144804	0.32509141223717347	1.0
