sim_ind	normalized_rf	kf_distance	MAE
1	0.9426751592356688	4.711240780337683	1.6682869285645994
2	0.9617834394904459	5.270104073807546	1.458121024869357
3	0.9745222929936306	5.0514779984680755	1.625492758698511
4	0.9681528662420382	4.7551280057725975	1.921325504188994
5	0.9554140127388535	5.0649987770540195	1.628362112458413
6	0.9299363057324841	5.450202876720617	1.2413980097210335
7	0.9299363057324841	4.914202331996659	1.5692271594151719
8	0.9617834394904459	5.1950541854294245	1.535659492480539
9	0.9490445859872612	5.70500345782252	1.438877492419397
10	0.9681528662420382	4.917741393261377	1.834313380534677
