sim_ind	proposal_type	pseudocount	n_mutations	mean MI value
3	logits	0.3	20	0.35428528581436014
3	logits	0.3	40	0.31126204197768026
3	logits	0.3	60	0.28147976792966756
3	logits	0.3	80	0.26126006492990533
3	logits	0.3	100	0.24542686584504353
3	logits	0.3	120	0.23543576197058502
3	logits	0.3	140	0.22936345273325595
3	logits	0.3	160	0.22162637415860476
3	logits	0.3	180	0.21688203302211811
3	logits	0.3	200	0.21328301113914297
3	logits	0.3	220	0.20965738812326667
3	logits	0.3	240	0.2073154693082683
3	logits	0.3	260	0.20529718722138574
3	logits	0.3	280	0.2042868725613582
3	logits	0.3	300	0.20354902785954393
3	logits	0.3	320	0.20153302198393538
3	logits	0.3	340	0.19850283961472046
3	logits	0.3	360	0.197996728122559
3	logits	0.3	380	0.19674026921480212
3	logits	0.3	400	0.19507332803196378
3	logits	0.3	420	0.1954575484205403
3	logits	0.3	440	0.1953175024181353
3	logits	0.3	460	0.19462670666476625
3	logits	0.3	480	0.19459823077290914
3	logits	0.3	500	0.19457594555237454
3	logits	0.3	520	0.19456314467186878
3	logits	0.3	540	0.19316790792059121
3	logits	0.3	560	0.19093142161135776
3	logits	0.3	580	0.1919871170595967
3	logits	0.3	600	0.19226038815868066
3	logits	0.3	620	0.19057955731974016
3	logits	0.3	640	0.19165322695483503
3	logits	0.3	660	0.1922137991132374
3	logits	0.3	680	0.19183716787940427
3	logits	0.3	700	0.1910638712217407
3	logits	0.3	720	0.1916889593468616
3	logits	0.3	740	0.19121120301867203
3	logits	0.3	760	0.1911029505869607
3	logits	0.3	780	0.1918453858145579
3	logits	0.3	800	0.19211712742969844
3	logits	0.3	820	0.19043158986577427
3	logits	0.3	840	0.19117505797493606
3	logits	0.3	860	0.19124239856380384
3	logits	0.3	880	0.19280422367062788
3	logits	0.3	900	0.19175383227817067
3	logits	0.3	920	0.19042827240201238
3	logits	0.3	940	0.18977558044355314
3	logits	0.3	960	0.19031922598740636
3	logits	0.3	980	0.19077548262255115
3	logits	0.3	1000	0.19236040257377449
