sim_ind	proposal_type	pseudocount	n_mutations	mean MI value
7	logits	0.3	20	0.35457155765426107
7	logits	0.3	40	0.3122911809712536
7	logits	0.3	60	0.2841393989049485
7	logits	0.3	80	0.2637116474218941
7	logits	0.3	100	0.2503345795518479
7	logits	0.3	120	0.24102201732776707
7	logits	0.3	140	0.2329214395492964
7	logits	0.3	160	0.22625473679451322
7	logits	0.3	180	0.2210111605329248
7	logits	0.3	200	0.21780077966174125
7	logits	0.3	220	0.2128167723984543
7	logits	0.3	240	0.21126641529467072
7	logits	0.3	260	0.2121892639034723
7	logits	0.3	280	0.21112403722449488
7	logits	0.3	300	0.20913972985706375
7	logits	0.3	320	0.20718752081943598
7	logits	0.3	340	0.20489924875818852
7	logits	0.3	360	0.20589898422978298
7	logits	0.3	380	0.2044925964981416
7	logits	0.3	400	0.2020524743549812
7	logits	0.3	420	0.20305263032842563
7	logits	0.3	440	0.2012956659468751
7	logits	0.3	460	0.20228493279993479
7	logits	0.3	480	0.20248289781060475
7	logits	0.3	500	0.20286626763861088
7	logits	0.3	520	0.200737115694281
7	logits	0.3	540	0.20058678895535584
7	logits	0.3	560	0.19916760888707147
7	logits	0.3	580	0.1975905776460496
7	logits	0.3	600	0.19540217230566215
7	logits	0.3	620	0.19419075243823952
7	logits	0.3	640	0.19594065968440516
7	logits	0.3	660	0.19464052371588342
7	logits	0.3	680	0.194393841196465
7	logits	0.3	700	0.1956917296581204
7	logits	0.3	720	0.1966481126327055
7	logits	0.3	740	0.19626135899517913
7	logits	0.3	760	0.19588140838482018
7	logits	0.3	780	0.19484407027531092
7	logits	0.3	800	0.19550371374511374
7	logits	0.3	820	0.19428713492114008
7	logits	0.3	840	0.19339398743509886
7	logits	0.3	860	0.19286416502510173
7	logits	0.3	880	0.19220312916311758
7	logits	0.3	900	0.19231211329790468
7	logits	0.3	920	0.19360800652642948
7	logits	0.3	940	0.19279077267063774
7	logits	0.3	960	0.19130525598521078
7	logits	0.3	980	0.19119171801810245
7	logits	0.3	1000	0.19253819761184265
