sim_ind	normalized_rf	kf_distance	MAE
1	0.6860986547085202	6.2403093100268245	1.6864617249082745
2	0.8004484304932735	5.522724591075937	0.8627597216168166
3	0.7847533632286996	5.22766807619597	0.927067566297274
4	0.827354260089686	5.240966651716188	1.2898505036182037
5	0.7488789237668162	7.046241701839514	1.0630937909337252
6	0.7959641255605381	5.389393849024082	1.0542524610714474
7	0.7802690582959642	5.411554794146342	1.0971252904297486
8	0.773542600896861	7.114498094893183	3.2909047933756654
9	0.7130044843049327	5.1357292245342006	1.0251574546966882
10	0.7376681614349776	6.439465120439176	1.0128721113881027
