sim_ind	normalized_rf	kf_distance	MAE
1	0.5551330798479087	9.979398350394108	2.137701190582259
2	0.5855513307984791	11.119414020192092	2.5420354421662124
3	0.5893536121673004	9.038537459101407	1.7253619485199554
4	0.5741444866920152	8.24734014489491	1.5878756997834231
5	0.6349809885931559	7.253465428869837	1.5028511725520972
6	0.6083650190114068	7.1120548079350625	1.545544244792504
7	0.6045627376425855	8.259890128011047	2.2432039094394947
8	0.5741444866920152	9.17770477519823	2.4017103633620294
9	0.6197718631178707	10.133229078489997	2.9177340211895646
10	0.5513307984790875	7.2114643663838285	1.923560821381765
