sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.9745222929936306	14.548331820797591	3.9317288145545803	0.0
2	0.9363057324840764	7.323157466706261	1.3146554964889794	0.0
3	0.9426751592356688	8.477016464039734	2.504358875695405	0.0
4	0.9299363057324841	6.677706721935832	1.3765689869981708	0.0
5	0.9235668789808917	6.651313633267082	1.5850968898664128	0.0
6	0.8980891719745223	5.791504916750046	1.0706747088744504	0.0
7	0.910828025477707	7.695858060226076	1.607635227079687	0.0
8	0.9554140127388535	9.3256569408339	1.6810671331663136	0.0
9	0.9490445859872612	7.655597512734618	1.6615194716350625	0.0
10	0.9044585987261147	9.578988532115941	1.780506858862346	0.0
