sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.7424242424242424	2.6835319810196574	0.46284621643107987	0.0
2	0.7424242424242424	2.640299819953978	0.5217129831966645	0.0
3	0.8333333333333334	2.9340093241906056	0.7045457692014925	0.0
4	0.8636363636363636	3.0493589448645344	0.5970288084846349	0.0
5	0.803030303030303	2.75225741029238	0.5782135818287983	0.0
6	0.7727272727272727	2.953543614996428	0.7192314350680428	0.0
7	0.8939393939393939	3.6297602491207472	1.1705300277985082	0.0
8	0.8333333333333334	3.1843900533769567	0.6372103488893768	0.0
9	0.9242424242424242	2.761488384844466	0.6107460513393317	0.0
10	0.7424242424242424	2.6151616332112573	0.6900941432475861	0.0
