sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.5627376425855514	8.239300326766186	2.690433058782422	0.3
2	0.6197718631178707	7.3681038090492885	1.8690281663338373	0.3
3	0.623574144486692	5.562172000200216	1.103244363508797	0.3
4	0.5551330798479087	7.91591349601019	1.4264362031076154	0.3
5	0.6159695817490495	8.709832046372625	1.9658053490358631	0.3
6	0.5817490494296578	9.213966585806094	1.703056884038584	0.3
7	0.5931558935361216	7.755908831242053	1.9623938753722203	0.3
8	0.5855513307984791	6.502623240251377	1.419388603125099	0.3
9	0.6501901140684411	6.827258530062267	1.3722067156950335	0.3
10	0.5893536121673004	6.509756525131683	1.00478092978565	0.3
