sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.6	0.970148528173894	0.9579278758273005	0.5
2	0.6	0.9405658772119189	0.863624962347662	0.5
3	0.56	0.9511686127663913	0.7238029423914024	0.5
4	0.54	0.9785004286324163	0.7355570189743593	0.5
5	0.54	0.9168961419181726	0.7341565302782818	0.5
6	0.44	1.0112120779730993	1.0650264018740556	0.5
7	0.58	0.9522582385698378	0.8419830385467566	0.5
8	0.34	0.8248403400016431	0.7529688101749623	0.5
9	0.62	1.0269001173528278	0.6886060522730012	0.5
10	0.58	1.0482641390846745	0.8399262296425345	0.5
