sim_ind	normalized_rf	kf_distance	MAE
1	0.8939393939393939	2.4031155910811743	0.7491937224047421
2	0.8181818181818182	2.3398309851335073	0.6491976258336265
3	0.8484848484848485	2.397963210057738	0.7073515402449503
4	0.9090909090909091	2.626984583024827	0.6290465938274807
5	0.8484848484848485	2.4464249789676136	0.7356000540790145
6	0.8636363636363636	2.654244780525585	0.568448737238807
7	0.8484848484848485	2.4685626929890128	0.6190592277243198
8	0.8636363636363636	2.3559243301042243	0.6820133269315191
9	0.9242424242424242	2.4597820580230656	0.8408695502405611
10	0.9090909090909091	2.636478215387116	0.7753013495013173
