sequence_name	n_mutations	proposal_type	hmmer_seq_score
seq0	7500	msa_prob_dist	132.0
seq1	7500	msa_prob_dist	126.2
seq6	7600	msa_prob_dist	149.1
seq1	7600	msa_prob_dist	146.7
seq3	7600	msa_prob_dist	145.2
seq7	7600	msa_prob_dist	141.5
seq2	7600	msa_prob_dist	140.6
seq8	7600	msa_prob_dist	138.2
seq5	7600	msa_prob_dist	137.2
seq9	7600	msa_prob_dist	135.0
seq0	7600	msa_prob_dist	119.3
seq7	7700	msa_prob_dist	159.6
seq5	7700	msa_prob_dist	151.4
seq6	7700	msa_prob_dist	146.9
seq1	7700	msa_prob_dist	142.7
seq3	7700	msa_prob_dist	139.1
seq9	7700	msa_prob_dist	137.5
seq2	7700	msa_prob_dist	135.5
seq8	7700	msa_prob_dist	135.4
seq0	7700	msa_prob_dist	128.5
seq4	7700	msa_prob_dist	-2.9
seq1	7800	msa_prob_dist	153.0
seq7	7800	msa_prob_dist	148.8
seq6	7800	msa_prob_dist	143.3
seq5	7800	msa_prob_dist	142.8
seq0	7800	msa_prob_dist	141.3
seq8	7800	msa_prob_dist	135.5
seq2	7800	msa_prob_dist	133.6
seq9	7800	msa_prob_dist	133.1
seq3	7800	msa_prob_dist	132.7
seq4	7800	msa_prob_dist	-2.9
seq1	7900	msa_prob_dist	151.7
seq5	7900	msa_prob_dist	149.2
seq6	7900	msa_prob_dist	147.2
seq7	7900	msa_prob_dist	147.0
seq0	7900	msa_prob_dist	146.1
seq8	7900	msa_prob_dist	138.5
seq3	7900	msa_prob_dist	137.3
seq9	7900	msa_prob_dist	134.4
seq2	7900	msa_prob_dist	127.3
seq4	7900	msa_prob_dist	-2.4
seq1	8000	msa_prob_dist	152.3
seq5	8000	msa_prob_dist	151.6
seq3	8000	msa_prob_dist	151.5
seq2	8000	msa_prob_dist	146.8
seq0	8000	msa_prob_dist	144.8
seq7	8000	msa_prob_dist	138.3
seq8	8000	msa_prob_dist	137.3
seq9	8000	msa_prob_dist	136.8
seq6	8000	msa_prob_dist	133.3
seq4	8000	msa_prob_dist	-2.0
seq1	8100	msa_prob_dist	162.5
seq5	8100	msa_prob_dist	157.7
seq2	8100	msa_prob_dist	150.4
seq9	8100	msa_prob_dist	144.1
seq3	8100	msa_prob_dist	142.6
seq6	8100	msa_prob_dist	140.3
seq7	8100	msa_prob_dist	139.5
seq8	8100	msa_prob_dist	139.3
seq0	8100	msa_prob_dist	135.7
seq4	8100	msa_prob_dist	-2.6
seq1	8200	msa_prob_dist	160.3
seq2	8200	msa_prob_dist	144.0
seq0	8200	msa_prob_dist	143.8
seq8	8200	msa_prob_dist	143.2
seq5	8200	msa_prob_dist	141.1
seq7	8200	msa_prob_dist	140.2
seq3	8200	msa_prob_dist	139.7
seq9	8200	msa_prob_dist	132.4
seq6	8200	msa_prob_dist	120.6
seq1	8300	msa_prob_dist	155.8
seq7	8300	msa_prob_dist	150.2
seq3	8300	msa_prob_dist	148.9
seq2	8300	msa_prob_dist	142.6
seq8	8300	msa_prob_dist	142.1
seq5	8300	msa_prob_dist	138.7
seq0	8300	msa_prob_dist	136.6
seq9	8300	msa_prob_dist	123.5
seq6	8300	msa_prob_dist	114.1
seq7	8400	msa_prob_dist	147.4
seq8	8400	msa_prob_dist	146.6
seq5	8400	msa_prob_dist	146.3
seq0	8400	msa_prob_dist	144.9
seq9	8400	msa_prob_dist	142.6
seq1	8400	msa_prob_dist	140.9
seq3	8400	msa_prob_dist	140.2
seq2	8400	msa_prob_dist	139.4
seq6	8400	msa_prob_dist	126.5
seq0	8500	msa_prob_dist	156.8
seq3	8500	msa_prob_dist	152.2
seq9	8500	msa_prob_dist	152.0
seq7	8500	msa_prob_dist	149.2
seq8	8500	msa_prob_dist	148.8
seq5	8500	msa_prob_dist	145.1
seq1	8500	msa_prob_dist	139.9
seq2	8500	msa_prob_dist	133.0
seq6	8500	msa_prob_dist	126.1
seq4	8500	msa_prob_dist	-2.4
seq0	8600	msa_prob_dist	157.0
seq5	8600	msa_prob_dist	153.3
seq8	8600	msa_prob_dist	146.5
seq6	8600	msa_prob_dist	145.3
seq7	8600	msa_prob_dist	145.1
seq2	8600	msa_prob_dist	141.4
seq9	8600	msa_prob_dist	138.9
seq1	8600	msa_prob_dist	135.9
seq3	8600	msa_prob_dist	127.2
seq4	8600	msa_prob_dist	-3.1
seq8	8700	msa_prob_dist	165.9
seq7	8700	msa_prob_dist	161.9
seq5	8700	msa_prob_dist	153.3
seq1	8700	msa_prob_dist	150.0
seq6	8700	msa_prob_dist	147.3
seq2	8700	msa_prob_dist	146.9
seq0	8700	msa_prob_dist	140.6
seq9	8700	msa_prob_dist	137.5
seq3	8700	msa_prob_dist	130.0
seq5	8800	msa_prob_dist	156.7
seq8	8800	msa_prob_dist	156.3
seq1	8800	msa_prob_dist	154.9
seq7	8800	msa_prob_dist	146.0
seq6	8800	msa_prob_dist	144.2
seq0	8800	msa_prob_dist	139.2
seq3	8800	msa_prob_dist	138.5
seq9	8800	msa_prob_dist	133.1
seq2	8800	msa_prob_dist	132.3
seq8	8900	msa_prob_dist	153.2
seq6	8900	msa_prob_dist	149.1
seq7	8900	msa_prob_dist	147.5
seq5	8900	msa_prob_dist	147.4
seq3	8900	msa_prob_dist	145.6
seq1	8900	msa_prob_dist	145.1
seq0	8900	msa_prob_dist	142.7
seq9	8900	msa_prob_dist	140.2
seq2	8900	msa_prob_dist	133.2
seq6	9000	msa_prob_dist	161.4
seq7	9000	msa_prob_dist	153.4
seq1	9000	msa_prob_dist	152.9
seq3	9000	msa_prob_dist	151.7
seq8	9000	msa_prob_dist	148.2
seq5	9000	msa_prob_dist	144.3
seq0	9000	msa_prob_dist	142.4
seq9	9000	msa_prob_dist	141.4
seq2	9000	msa_prob_dist	128.3
seq6	9100	msa_prob_dist	148.0
seq7	9100	msa_prob_dist	146.0
seq5	9100	msa_prob_dist	146.0
seq2	9100	msa_prob_dist	145.2
seq8	9100	msa_prob_dist	142.6
seq1	9100	msa_prob_dist	138.2
seq9	9100	msa_prob_dist	129.6
seq3	9100	msa_prob_dist	129.3
seq0	9100	msa_prob_dist	124.6
seq5	9200	msa_prob_dist	158.8
seq7	9200	msa_prob_dist	140.7
seq2	9200	msa_prob_dist	138.7
seq9	9200	msa_prob_dist	137.7
seq3	9200	msa_prob_dist	137.1
seq6	9200	msa_prob_dist	130.8
seq0	9200	msa_prob_dist	129.9
seq8	9200	msa_prob_dist	124.7
seq1	9200	msa_prob_dist	122.7
seq2	9300	msa_prob_dist	147.3
seq5	9300	msa_prob_dist	145.8
seq6	9300	msa_prob_dist	144.5
seq9	9300	msa_prob_dist	144.4
seq3	9300	msa_prob_dist	141.8
seq1	9300	msa_prob_dist	139.4
seq0	9300	msa_prob_dist	138.6
seq8	9300	msa_prob_dist	135.0
seq7	9300	msa_prob_dist	130.1
seq2	9400	msa_prob_dist	165.0
seq0	9400	msa_prob_dist	149.5
seq9	9400	msa_prob_dist	148.9
seq5	9400	msa_prob_dist	147.4
seq7	9400	msa_prob_dist	145.2
seq1	9400	msa_prob_dist	144.2
seq6	9400	msa_prob_dist	136.5
seq3	9400	msa_prob_dist	134.5
seq8	9400	msa_prob_dist	128.0
seq2	9500	msa_prob_dist	155.0
seq7	9500	msa_prob_dist	151.1
seq5	9500	msa_prob_dist	143.8
seq6	9500	msa_prob_dist	143.3
seq0	9500	msa_prob_dist	142.5
seq9	9500	msa_prob_dist	140.7
seq1	9500	msa_prob_dist	140.1
seq3	9500	msa_prob_dist	133.2
seq8	9500	msa_prob_dist	132.0
seq4	9500	msa_prob_dist	-3.9
seq2	9600	msa_prob_dist	163.5
seq6	9600	msa_prob_dist	150.1
seq8	9600	msa_prob_dist	145.7
seq0	9600	msa_prob_dist	143.6
seq5	9600	msa_prob_dist	142.7
seq1	9600	msa_prob_dist	140.9
seq7	9600	msa_prob_dist	140.3
seq3	9600	msa_prob_dist	132.9
seq9	9600	msa_prob_dist	126.3
seq9	9700	msa_prob_dist	150.0
seq3	9700	msa_prob_dist	146.7
seq2	9700	msa_prob_dist	146.1
seq6	9700	msa_prob_dist	140.9
seq5	9700	msa_prob_dist	140.2
seq7	9700	msa_prob_dist	139.0
seq0	9700	msa_prob_dist	132.4
seq1	9700	msa_prob_dist	125.5
seq8	9700	msa_prob_dist	123.9
seq7	9800	msa_prob_dist	154.1
seq2	9800	msa_prob_dist	153.9
seq6	9800	msa_prob_dist	147.1
seq5	9800	msa_prob_dist	144.2
seq9	9800	msa_prob_dist	139.5
seq3	9800	msa_prob_dist	136.5
seq0	9800	msa_prob_dist	128.0
seq8	9800	msa_prob_dist	127.2
seq1	9800	msa_prob_dist	120.3
seq6	9900	msa_prob_dist	158.5
seq2	9900	msa_prob_dist	156.0
seq5	9900	msa_prob_dist	154.6
seq7	9900	msa_prob_dist	152.8
seq3	9900	msa_prob_dist	148.7
seq9	9900	msa_prob_dist	143.3
seq1	9900	msa_prob_dist	136.4
seq0	9900	msa_prob_dist	135.6
seq8	9900	msa_prob_dist	129.7
seq7	10000	msa_prob_dist	168.3
seq2	10000	msa_prob_dist	160.7
seq9	10000	msa_prob_dist	149.0
seq5	10000	msa_prob_dist	146.4
seq8	10000	msa_prob_dist	144.2
seq3	10000	msa_prob_dist	142.2
seq1	10000	msa_prob_dist	138.3
seq6	10000	msa_prob_dist	130.9
seq0	10000	msa_prob_dist	123.7
seq8	10100	msa_prob_dist	158.0
seq9	10100	msa_prob_dist	147.9
seq0	10100	msa_prob_dist	143.5
seq2	10100	msa_prob_dist	142.4
seq7	10100	msa_prob_dist	142.3
seq1	10100	msa_prob_dist	139.3
seq5	10100	msa_prob_dist	134.5
seq6	10100	msa_prob_dist	130.9
seq3	10100	msa_prob_dist	130.5
seq9	10200	msa_prob_dist	152.3
seq5	10200	msa_prob_dist	149.5
seq2	10200	msa_prob_dist	149.0
seq3	10200	msa_prob_dist	146.3
seq1	10200	msa_prob_dist	145.6
seq8	10200	msa_prob_dist	143.6
seq7	10200	msa_prob_dist	142.4
seq0	10200	msa_prob_dist	139.5
seq6	10200	msa_prob_dist	124.5
seq4	10200	msa_prob_dist	-3.9
seq3	10300	msa_prob_dist	153.9
seq2	10300	msa_prob_dist	147.9
seq5	10300	msa_prob_dist	147.2
seq9	10300	msa_prob_dist	146.1
seq7	10300	msa_prob_dist	141.7
seq8	10300	msa_prob_dist	139.1
seq0	10300	msa_prob_dist	138.7
seq6	10300	msa_prob_dist	132.5
seq1	10300	msa_prob_dist	129.2
seq2	10400	msa_prob_dist	158.6
seq6	10400	msa_prob_dist	151.1
seq3	10400	msa_prob_dist	148.1
seq7	10400	msa_prob_dist	146.6
seq5	10400	msa_prob_dist	144.8
seq9	10400	msa_prob_dist	142.6
seq8	10400	msa_prob_dist	140.9
seq0	10400	msa_prob_dist	139.7
seq1	10400	msa_prob_dist	137.1
seq2	10500	msa_prob_dist	164.4
seq7	10500	msa_prob_dist	157.6
seq5	10500	msa_prob_dist	153.1
seq3	10500	msa_prob_dist	147.6
seq8	10500	msa_prob_dist	143.7
seq6	10500	msa_prob_dist	141.6
seq9	10500	msa_prob_dist	137.8
seq1	10500	msa_prob_dist	133.1
seq0	10500	msa_prob_dist	128.7
seq5	10600	msa_prob_dist	156.3
seq9	10600	msa_prob_dist	152.1
seq2	10600	msa_prob_dist	150.6
seq7	10600	msa_prob_dist	144.2
seq8	10600	msa_prob_dist	143.7
seq6	10600	msa_prob_dist	140.8
seq0	10600	msa_prob_dist	134.8
seq1	10600	msa_prob_dist	128.4
seq3	10600	msa_prob_dist	127.8
seq2	10700	msa_prob_dist	164.6
seq9	10700	msa_prob_dist	157.4
seq7	10700	msa_prob_dist	148.5
seq6	10700	msa_prob_dist	147.7
seq5	10700	msa_prob_dist	146.8
seq8	10700	msa_prob_dist	145.6
seq3	10700	msa_prob_dist	142.2
seq1	10700	msa_prob_dist	130.4
seq0	10700	msa_prob_dist	125.3
seq2	10800	msa_prob_dist	152.7
seq8	10800	msa_prob_dist	146.0
seq1	10800	msa_prob_dist	144.7
seq6	10800	msa_prob_dist	140.1
seq9	10800	msa_prob_dist	137.8
seq7	10800	msa_prob_dist	137.6
seq5	10800	msa_prob_dist	137.0
seq0	10800	msa_prob_dist	136.8
seq3	10800	msa_prob_dist	134.6
seq8	10900	msa_prob_dist	155.7
seq9	10900	msa_prob_dist	152.2
seq1	10900	msa_prob_dist	147.2
seq3	10900	msa_prob_dist	146.9
seq0	10900	msa_prob_dist	143.9
seq6	10900	msa_prob_dist	143.3
seq2	10900	msa_prob_dist	140.2
seq5	10900	msa_prob_dist	139.0
seq7	10900	msa_prob_dist	138.1
seq6	11000	msa_prob_dist	158.3
seq9	11000	msa_prob_dist	158.0
seq8	11000	msa_prob_dist	156.7
seq1	11000	msa_prob_dist	153.0
seq5	11000	msa_prob_dist	144.0
seq2	11000	msa_prob_dist	142.6
seq0	11000	msa_prob_dist	140.9
seq3	11000	msa_prob_dist	130.1
seq7	11000	msa_prob_dist	120.9
seq2	11100	msa_prob_dist	150.2
seq6	11100	msa_prob_dist	149.5
seq9	11100	msa_prob_dist	147.5
seq8	11100	msa_prob_dist	146.0
seq1	11100	msa_prob_dist	145.2
seq3	11100	msa_prob_dist	144.4
seq5	11100	msa_prob_dist	138.4
seq0	11100	msa_prob_dist	137.5
seq7	11100	msa_prob_dist	133.7
seq9	11200	msa_prob_dist	153.3
seq8	11200	msa_prob_dist	147.9
seq1	11200	msa_prob_dist	145.8
seq7	11200	msa_prob_dist	144.9
seq2	11200	msa_prob_dist	140.1
seq5	11200	msa_prob_dist	140.0
seq0	11200	msa_prob_dist	137.3
seq6	11200	msa_prob_dist	134.6
seq3	11200	msa_prob_dist	133.9
seq2	11300	msa_prob_dist	146.2
seq1	11300	msa_prob_dist	144.0
seq7	11300	msa_prob_dist	143.0
seq9	11300	msa_prob_dist	142.8
seq8	11300	msa_prob_dist	142.4
seq6	11300	msa_prob_dist	137.3
seq3	11300	msa_prob_dist	136.8
seq0	11300	msa_prob_dist	135.0
seq5	11300	msa_prob_dist	132.6
seq1	11400	msa_prob_dist	153.2
seq2	11400	msa_prob_dist	152.0
seq6	11400	msa_prob_dist	151.0
seq5	11400	msa_prob_dist	145.9
seq3	11400	msa_prob_dist	140.9
seq7	11400	msa_prob_dist	137.1
seq9	11400	msa_prob_dist	136.0
seq8	11400	msa_prob_dist	135.8
seq0	11400	msa_prob_dist	128.4
seq5	11500	msa_prob_dist	147.7
seq7	11500	msa_prob_dist	145.7
seq1	11500	msa_prob_dist	144.9
seq8	11500	msa_prob_dist	144.5
seq6	11500	msa_prob_dist	144.1
seq2	11500	msa_prob_dist	140.3
seq3	11500	msa_prob_dist	140.0
seq9	11500	msa_prob_dist	133.3
seq0	11500	msa_prob_dist	129.4
seq9	11600	msa_prob_dist	159.0
seq6	11600	msa_prob_dist	154.3
seq7	11600	msa_prob_dist	144.8
seq0	11600	msa_prob_dist	144.7
seq1	11600	msa_prob_dist	142.0
seq2	11600	msa_prob_dist	139.3
seq8	11600	msa_prob_dist	136.2
seq3	11600	msa_prob_dist	131.9
seq5	11600	msa_prob_dist	127.6
seq9	11700	msa_prob_dist	157.8
seq7	11700	msa_prob_dist	153.5
seq3	11700	msa_prob_dist	146.7
seq6	11700	msa_prob_dist	146.4
seq2	11700	msa_prob_dist	143.3
seq8	11700	msa_prob_dist	141.6
seq0	11700	msa_prob_dist	138.1
seq1	11700	msa_prob_dist	135.1
seq5	11700	msa_prob_dist	123.6
seq7	11800	msa_prob_dist	158.5
seq9	11800	msa_prob_dist	154.7
seq8	11800	msa_prob_dist	154.0
seq0	11800	msa_prob_dist	148.1
seq6	11800	msa_prob_dist	147.0
seq2	11800	msa_prob_dist	146.1
seq3	11800	msa_prob_dist	141.6
seq5	11800	msa_prob_dist	137.2
seq1	11800	msa_prob_dist	135.2
seq5	11900	msa_prob_dist	159.5
seq2	11900	msa_prob_dist	150.7
seq8	11900	msa_prob_dist	150.3
seq6	11900	msa_prob_dist	149.5
seq7	11900	msa_prob_dist	148.6
seq0	11900	msa_prob_dist	135.7
seq9	11900	msa_prob_dist	135.5
seq1	11900	msa_prob_dist	135.1
seq3	11900	msa_prob_dist	129.2
seq7	12000	msa_prob_dist	158.3
seq5	12000	msa_prob_dist	153.8
seq9	12000	msa_prob_dist	153.4
seq2	12000	msa_prob_dist	151.7
seq1	12000	msa_prob_dist	151.4
seq0	12000	msa_prob_dist	147.3
seq6	12000	msa_prob_dist	143.9
seq8	12000	msa_prob_dist	143.7
seq3	12000	msa_prob_dist	132.5
seq0	12100	msa_prob_dist	158.8
seq7	12100	msa_prob_dist	156.6
seq9	12100	msa_prob_dist	149.5
seq1	12100	msa_prob_dist	149.0
seq5	12100	msa_prob_dist	144.4
seq8	12100	msa_prob_dist	142.3
seq6	12100	msa_prob_dist	133.3
seq3	12100	msa_prob_dist	129.0
seq2	12100	msa_prob_dist	125.2
seq7	12200	msa_prob_dist	154.6
seq1	12200	msa_prob_dist	150.3
seq2	12200	msa_prob_dist	150.3
seq0	12200	msa_prob_dist	149.1
seq6	12200	msa_prob_dist	148.2
seq5	12200	msa_prob_dist	146.3
seq8	12200	msa_prob_dist	144.9
seq3	12200	msa_prob_dist	140.3
seq9	12200	msa_prob_dist	136.1
seq7	12300	msa_prob_dist	162.2
seq6	12300	msa_prob_dist	159.5
seq0	12300	msa_prob_dist	153.5
seq1	12300	msa_prob_dist	152.1
seq9	12300	msa_prob_dist	151.9
seq2	12300	msa_prob_dist	150.6
seq5	12300	msa_prob_dist	145.6
seq8	12300	msa_prob_dist	144.5
seq3	12300	msa_prob_dist	134.9
seq7	12400	msa_prob_dist	165.4
seq0	12400	msa_prob_dist	157.4
seq2	12400	msa_prob_dist	155.2
seq1	12400	msa_prob_dist	154.4
seq5	12400	msa_prob_dist	148.1
seq9	12400	msa_prob_dist	146.8
seq6	12400	msa_prob_dist	146.4
seq3	12400	msa_prob_dist	135.5
seq8	12400	msa_prob_dist	126.5
seq9	12500	msa_prob_dist	156.7
seq7	12500	msa_prob_dist	148.8
seq1	12500	msa_prob_dist	148.0
seq5	12500	msa_prob_dist	147.2
seq6	12500	msa_prob_dist	144.1
seq2	12500	msa_prob_dist	143.8
seq0	12500	msa_prob_dist	139.5
seq8	12500	msa_prob_dist	138.1
seq3	12500	msa_prob_dist	121.9
seq9	12600	msa_prob_dist	157.2
seq8	12600	msa_prob_dist	154.3
seq7	12600	msa_prob_dist	146.7
seq6	12600	msa_prob_dist	140.9
seq0	12600	msa_prob_dist	138.8
seq1	12600	msa_prob_dist	135.4
seq5	12600	msa_prob_dist	134.3
seq2	12600	msa_prob_dist	133.2
seq3	12600	msa_prob_dist	126.8
seq5	12700	msa_prob_dist	151.4
seq9	12700	msa_prob_dist	149.7
seq8	12700	msa_prob_dist	149.1
seq0	12700	msa_prob_dist	148.8
seq7	12700	msa_prob_dist	143.8
seq1	12700	msa_prob_dist	143.3
seq2	12700	msa_prob_dist	141.2
seq3	12700	msa_prob_dist	125.9
seq6	12700	msa_prob_dist	122.6
seq0	12800	msa_prob_dist	153.3
seq8	12800	msa_prob_dist	152.9
seq9	12800	msa_prob_dist	152.5
seq2	12800	msa_prob_dist	149.6
seq5	12800	msa_prob_dist	141.9
seq1	12800	msa_prob_dist	138.4
seq6	12800	msa_prob_dist	134.9
seq3	12800	msa_prob_dist	134.6
seq7	12800	msa_prob_dist	133.6
seq5	12900	msa_prob_dist	151.1
seq1	12900	msa_prob_dist	148.8
seq8	12900	msa_prob_dist	148.0
seq9	12900	msa_prob_dist	147.7
seq0	12900	msa_prob_dist	145.8
seq2	12900	msa_prob_dist	145.7
seq3	12900	msa_prob_dist	141.2
seq7	12900	msa_prob_dist	139.8
seq6	12900	msa_prob_dist	109.1
seq8	13000	msa_prob_dist	152.7
seq7	13000	msa_prob_dist	148.2
seq3	13000	msa_prob_dist	142.9
seq9	13000	msa_prob_dist	142.6
seq2	13000	msa_prob_dist	141.2
seq5	13000	msa_prob_dist	140.2
seq0	13000	msa_prob_dist	136.5
seq1	13000	msa_prob_dist	134.6
seq6	13000	msa_prob_dist	124.2
seq2	13100	msa_prob_dist	156.4
seq1	13100	msa_prob_dist	155.9
seq9	13100	msa_prob_dist	149.4
seq8	13100	msa_prob_dist	140.0
seq7	13100	msa_prob_dist	137.9
seq5	13100	msa_prob_dist	136.8
seq3	13100	msa_prob_dist	135.2
seq0	13100	msa_prob_dist	126.4
seq6	13100	msa_prob_dist	116.8
seq1	13200	msa_prob_dist	159.0
seq8	13200	msa_prob_dist	151.2
seq2	13200	msa_prob_dist	145.3
seq9	13200	msa_prob_dist	144.4
seq0	13200	msa_prob_dist	143.5
seq7	13200	msa_prob_dist	137.9
seq3	13200	msa_prob_dist	137.1
seq5	13200	msa_prob_dist	131.7
seq6	13200	msa_prob_dist	127.4
seq1	13300	msa_prob_dist	159.4
seq3	13300	msa_prob_dist	149.5
seq0	13300	msa_prob_dist	145.2
seq9	13300	msa_prob_dist	144.2
seq8	13300	msa_prob_dist	140.6
seq2	13300	msa_prob_dist	139.8
seq7	13300	msa_prob_dist	136.7
seq6	13300	msa_prob_dist	130.5
seq5	13300	msa_prob_dist	119.3
seq1	13400	msa_prob_dist	168.8
seq7	13400	msa_prob_dist	148.9
seq3	13400	msa_prob_dist	148.3
seq9	13400	msa_prob_dist	143.7
seq2	13400	msa_prob_dist	142.7
seq8	13400	msa_prob_dist	137.7
seq6	13400	msa_prob_dist	135.6
seq0	13400	msa_prob_dist	131.5
seq5	13400	msa_prob_dist	125.1
seq7	13500	msa_prob_dist	160.0
seq1	13500	msa_prob_dist	152.3
seq9	13500	msa_prob_dist	151.9
seq6	13500	msa_prob_dist	140.4
seq0	13500	msa_prob_dist	140.4
seq2	13500	msa_prob_dist	139.3
seq3	13500	msa_prob_dist	136.8
seq8	13500	msa_prob_dist	135.1
seq5	13500	msa_prob_dist	125.3
seq0	13600	msa_prob_dist	155.6
seq9	13600	msa_prob_dist	151.7
seq3	13600	msa_prob_dist	148.5
seq6	13600	msa_prob_dist	148.2
seq5	13600	msa_prob_dist	147.7
seq7	13600	msa_prob_dist	145.7
seq2	13600	msa_prob_dist	138.1
seq8	13600	msa_prob_dist	136.4
seq1	13600	msa_prob_dist	136.2
seq7	13700	msa_prob_dist	158.3
seq8	13700	msa_prob_dist	151.0
seq9	13700	msa_prob_dist	148.4
seq0	13700	msa_prob_dist	147.7
seq1	13700	msa_prob_dist	144.3
seq2	13700	msa_prob_dist	144.2
seq3	13700	msa_prob_dist	142.9
seq6	13700	msa_prob_dist	127.2
seq5	13700	msa_prob_dist	119.1
seq2	13800	msa_prob_dist	152.9
seq3	13800	msa_prob_dist	147.6
seq0	13800	msa_prob_dist	145.8
seq8	13800	msa_prob_dist	145.7
seq9	13800	msa_prob_dist	145.6
seq1	13800	msa_prob_dist	141.4
seq7	13800	msa_prob_dist	140.5
seq5	13800	msa_prob_dist	134.1
seq6	13800	msa_prob_dist	127.3
seq2	13900	msa_prob_dist	155.6
seq7	13900	msa_prob_dist	149.7
seq3	13900	msa_prob_dist	148.0
seq8	13900	msa_prob_dist	146.5
seq0	13900	msa_prob_dist	143.5
seq6	13900	msa_prob_dist	141.9
seq1	13900	msa_prob_dist	139.3
seq9	13900	msa_prob_dist	130.0
seq5	13900	msa_prob_dist	126.5
seq2	14000	msa_prob_dist	155.0
seq8	14000	msa_prob_dist	151.8
seq9	14000	msa_prob_dist	151.7
seq3	14000	msa_prob_dist	151.7
seq7	14000	msa_prob_dist	146.4
seq6	14000	msa_prob_dist	136.0
seq1	14000	msa_prob_dist	131.7
seq0	14000	msa_prob_dist	130.3
seq5	14000	msa_prob_dist	118.8
seq9	14100	msa_prob_dist	155.3
seq3	14100	msa_prob_dist	153.7
seq2	14100	msa_prob_dist	147.8
seq7	14100	msa_prob_dist	146.7
seq8	14100	msa_prob_dist	145.7
seq1	14100	msa_prob_dist	143.0
seq0	14100	msa_prob_dist	138.4
seq5	14100	msa_prob_dist	120.8
seq6	14100	msa_prob_dist	117.9
seq3	14200	msa_prob_dist	165.4
seq9	14200	msa_prob_dist	156.7
seq0	14200	msa_prob_dist	150.1
seq2	14200	msa_prob_dist	146.8
seq8	14200	msa_prob_dist	139.8
seq1	14200	msa_prob_dist	131.7
seq7	14200	msa_prob_dist	126.9
seq5	14200	msa_prob_dist	121.4
seq6	14200	msa_prob_dist	118.6
seq9	14300	msa_prob_dist	153.3
seq1	14300	msa_prob_dist	147.5
seq0	14300	msa_prob_dist	142.3
seq3	14300	msa_prob_dist	140.2
seq7	14300	msa_prob_dist	139.1
seq2	14300	msa_prob_dist	137.3
seq8	14300	msa_prob_dist	128.0
seq5	14300	msa_prob_dist	126.7
seq6	14300	msa_prob_dist	120.5
seq9	14400	msa_prob_dist	151.9
seq3	14400	msa_prob_dist	150.7
seq8	14400	msa_prob_dist	150.5
seq1	14400	msa_prob_dist	146.1
seq2	14400	msa_prob_dist	145.9
seq0	14400	msa_prob_dist	142.8
seq5	14400	msa_prob_dist	142.0
seq7	14400	msa_prob_dist	125.2
seq6	14400	msa_prob_dist	122.0
seq3	14500	msa_prob_dist	156.3
seq9	14500	msa_prob_dist	154.1
seq2	14500	msa_prob_dist	149.4
seq8	14500	msa_prob_dist	148.6
seq5	14500	msa_prob_dist	147.2
seq1	14500	msa_prob_dist	145.7
seq0	14500	msa_prob_dist	139.5
seq6	14500	msa_prob_dist	133.3
seq7	14500	msa_prob_dist	119.8
seq1	14600	msa_prob_dist	153.1
seq2	14600	msa_prob_dist	152.7
seq9	14600	msa_prob_dist	149.1
seq5	14600	msa_prob_dist	145.4
seq8	14600	msa_prob_dist	142.9
seq3	14600	msa_prob_dist	139.7
seq0	14600	msa_prob_dist	138.8
seq6	14600	msa_prob_dist	135.4
seq7	14600	msa_prob_dist	119.7
seq0	14700	msa_prob_dist	153.4
seq5	14700	msa_prob_dist	151.7
seq1	14700	msa_prob_dist	150.1
seq9	14700	msa_prob_dist	145.3
seq2	14700	msa_prob_dist	143.7
seq8	14700	msa_prob_dist	142.7
seq6	14700	msa_prob_dist	133.8
seq3	14700	msa_prob_dist	133.6
seq7	14700	msa_prob_dist	94.5
seq0	14800	msa_prob_dist	155.1
seq1	14800	msa_prob_dist	150.0
seq6	14800	msa_prob_dist	149.4
seq8	14800	msa_prob_dist	147.3
seq2	14800	msa_prob_dist	144.0
seq9	14800	msa_prob_dist	143.0
seq5	14800	msa_prob_dist	140.3
seq3	14800	msa_prob_dist	138.0
seq7	14800	msa_prob_dist	116.1
seq1	14900	msa_prob_dist	154.9
seq2	14900	msa_prob_dist	150.2
seq8	14900	msa_prob_dist	148.0
seq5	14900	msa_prob_dist	147.7
seq0	14900	msa_prob_dist	147.6
seq9	14900	msa_prob_dist	147.3
seq6	14900	msa_prob_dist	137.4
seq3	14900	msa_prob_dist	136.3
seq7	14900	msa_prob_dist	122.8
seq1	15000	msa_prob_dist	156.5
seq6	15000	msa_prob_dist	152.2
seq2	15000	msa_prob_dist	146.1
seq0	15000	msa_prob_dist	144.6
seq8	15000	msa_prob_dist	143.2
seq5	15000	msa_prob_dist	134.8
seq9	15000	msa_prob_dist	132.3
seq3	15000	msa_prob_dist	126.9
seq7	15000	msa_prob_dist	114.5
seq2	15100	msa_prob_dist	159.2
seq6	15100	msa_prob_dist	157.0
seq0	15100	msa_prob_dist	156.8
seq1	15100	msa_prob_dist	152.0
seq9	15100	msa_prob_dist	147.2
seq8	15100	msa_prob_dist	147.2
seq5	15100	msa_prob_dist	142.8
seq3	15100	msa_prob_dist	132.7
seq7	15100	msa_prob_dist	124.0
seq2	15200	msa_prob_dist	155.7
seq1	15200	msa_prob_dist	153.9
seq8	15200	msa_prob_dist	153.9
