sim_ind	normalized_rf	kf_distance	MAE
1	0.6014319809069213	5.308725495825888	1.372051938801812
2	0.5704057279236276	5.154224893672525	1.4826020413126253
3	0.5346062052505967	5.240806861254289	1.031326371870423
4	0.5513126491646778	5.16911654421101	1.2210434212518406
5	0.5083532219570406	5.058912771975749	1.2918191597407174
6	0.5513126491646778	5.149226129131376	1.3252224129935084
7	0.5775656324582339	5.188114465425298	1.4018181914709325
8	0.5536992840095465	5.082267916774742	1.2015129702868586
9	0.5465393794749404	5.144618014660251	1.1983577745210072
10	0.5369928400954654	5.135852061973317	1.1340645631752748
