sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.6585365853658537	7.27905093776609	1.7648178066900946	0.3
2	0.6280487804878049	7.107965263873951	1.8689122445001993	0.3
3	0.6600609756097561	7.240414218156071	2.110600404726442	0.3
4	0.6432926829268293	7.066263314508452	2.0488515006977392	0.3
5	0.6387195121951219	7.227750288298615	1.8681084925304465	0.3
6	0.6448170731707317	7.278866658214089	2.134616814280001	0.3
7	0.6371951219512195	7.120778427594104	1.9024952394618622	0.3
8	0.6051829268292683	7.061015886600639	1.8423575582599638	0.3
9	0.6432926829268293	7.2535529746915755	1.9718398571448872	0.3
10	0.6615853658536586	7.348856258364398	2.1235176497227	0.3
