sim_ind	normalized_rf	kf_distance	MAE
1	0.804932735426009	4.849123136310043	1.2004860725028688
2	0.8183856502242153	5.14686751563486	1.169800733310445
3	0.8542600896860987	4.966746264034517	1.377715531373945
4	0.7982062780269058	4.935481428183177	1.0840931024736764
5	0.8408071748878924	4.935914672400046	1.4768431615692714
6	0.8139013452914798	4.850571991060561	1.1673512939889512
7	0.8452914798206278	4.785962667796432	1.5158417136394056
8	0.8363228699551569	5.02532702539388	0.9628192192731427
9	0.7937219730941704	5.128327476538188	1.1990665585605476
10	0.8318385650224215	5.080898644616137	0.9437894668307795
