sim_ind	normalized_rf	kf_distance	MAE
1	0.8301886792452831	1.8690196936379746	1.064340841446464
2	0.8301886792452831	1.8888110085270204	1.1002880892498332
3	0.8679245283018868	1.9124935548816713	1.1813636468659943
4	0.8867924528301887	1.9932753457155605	1.1993848431515157
5	0.8490566037735849	1.9258758005841008	0.9914265932161634
6	0.8867924528301887	1.9939719508073008	1.1258947390208738
7	0.8679245283018868	1.951174883460122	1.1080818166383852
8	0.8867924528301887	1.9526776672274078	1.0883700304269368
9	0.8490566037735849	1.8810678817513944	1.1087221706922559
10	0.9433962264150944	1.9639224591192763	1.347212579197305
