tool	family	seed_number	RMSE (training)	RMSE (test)	MAE (training)	MAE (test)	R^2 (test)	Pearson (test)
nat	PF00076	891	0.05256163017202773	0.13183562716668282	0.04024485107087831	0.1040303820644417	0.19200495764893555	0.5884331266635818
nat	PF00076	6541	0.04910527869315871	0.14395503523923095	0.03761711847203711	0.11101231094542566	0.01238497475948197	0.5025628096445123
nat	PF00076	4386	0.05215566205521735	0.12793580178366032	0.04077996747454922	0.09910420412573427	-0.0515126874709142	0.680372779951074
nat	PF00076	4327	0.04848670425831357	0.13347499743574626	0.036890687589817034	0.10359461992535868	-0.06788919862585052	0.6070956058766389
nat	PF00076	6972	0.04787968679745376	0.10501720890137754	0.03821905841189466	0.08378115337987505	0.3382544844391321	0.6333313919166947
nat	PF00076	941	0.04129175123667839	0.12707427946634414	0.03210784246039328	0.0985755644064712	0.32519555107681164	0.6801180893399413
nat	PF00076	2014	0.055717726618198925	0.11715311800053053	0.04387409528120984	0.09009281438809415	0.26134568962347504	0.6437198990388031
nat	PF00076	8582	0.04752036994009764	0.11970179369335804	0.03746658796877518	0.09498822489519698	0.3185417112697322	0.6171968381807336
nat	PF00096	859	0.08029704148596983	0.1510643294714784	0.062419150618300286	0.11057889119868265	-0.20174024381721067	0.3082557368293793
nat	PF00096	7733	0.0971145371302814	0.11419450314086001	0.07630577488779235	0.08976360658105377	0.35170414674574046	0.600780400482947
nat	PF00096	891	0.09179051905987179	0.13278952675927996	0.07305647530352673	0.09756886242721002	0.01757586358610308	0.4450731964331769
nat	PF00096	6541	0.08767327106145441	0.1328655320161714	0.06918933255129593	0.09984526355931808	0.14370598566876958	0.4805388806019294
nat	PF00096	4386	0.0888665931320119	0.12879806580083616	0.07003127203804707	0.09973684571187934	-0.03844697674811459	0.39662495832647976
nat	PF00096	4327	0.09223227880242364	0.1307227555897035	0.07210567374613915	0.09866288165307259	-0.06655941328341686	0.445826047583906
nat	PF00096	6972	0.1012459704142962	0.11131772696317158	0.08029870058896836	0.08694806033295852	0.3515152458016543	0.6108996885153932
nat	PF00096	941	0.08550048458036368	0.13098850868269474	0.06790063815764799	0.1014553136375879	0.12943453942771965	0.4738229054519169
nat	PF00096	2014	0.08795577924485773	0.1417391959386767	0.06948058205238658	0.10306936634593551	0.06905971039577363	0.45830483949757916
nat	PF00096	8582	0.0825262126331538	0.14596712044249982	0.06469082536766795	0.10701273899258505	-0.026649494038499588	0.41710741682957303
nat	PF00153	859	0.06201000345042731	0.09609280811893862	0.049761662187004646	0.075523408321494	0.43128203273679244	0.6852151224616843
nat	PF00153	7733	0.06669600957429557	0.09415882747892347	0.053382775626795706	0.07441308000070114	0.3553681465378319	0.6189022491892009
nat	PF00153	891	0.0696183389558782	0.10548352258386468	0.05557092084296548	0.07819319405041082	0.13514490368569765	0.6212781271243014
nat	PF00153	6541	0.06369125386917189	0.10524486075207895	0.05041475583641411	0.08264656705075048	0.3159988353464728	0.6216460194730599
nat	PF00153	4386	0.06923298260963515	0.11089974660462885	0.05525097846371076	0.07898324458114503	0.12904926107365233	0.5873461198621432
nat	PF00153	4327	0.06656397365253848	0.10619029110550136	0.05308067594424807	0.07972600041579103	0.1926276433087385	0.5472363894200427
nat	PF00153	6972	0.06547907657587454	0.09237637906090825	0.05203726816713446	0.07341308753664391	0.4196480350869012	0.6651966543894021
nat	PF00153	941	0.06734106983434432	0.09844155262857518	0.05360058095119644	0.07913120042556429	0.2735446173260514	0.6479797960186345
nat	PF00153	2014	0.0700667918003298	0.1087798274241811	0.055809151567724105	0.07844379312927968	0.17411848378781036	0.6331919333377004
nat	PF00153	8582	0.06893016840923273	0.11374679934393407	0.055051436158893026	0.07764593579147645	0.041990021941731515	0.5933792570714558
nat	PF00271	859	0.05575095521016151	0.06496589712053774	0.04406388444687116	0.049804285556423356	0.6468284833284399	0.8071697871942572
nat	PF00271	7733	0.05936404104137034	0.06557233850605262	0.046600562035425376	0.049178409679017175	0.6230636116921342	0.8011378301802234
nat	PF00271	891	0.05281212388196197	0.06946766544260707	0.04171977223346253	0.05266614528316532	0.6248892869646752	0.7979866574351095
nat	PF00271	6541	0.05868199598073986	0.06388405222709984	0.04582392857287752	0.05009165026074684	0.6500167471167022	0.8191665709102272
nat	PF00271	4386	0.05595429883962456	0.06752381044560235	0.04378490618537297	0.05205646653208185	0.6110640242581213	0.7926945161313523
nat	PF00271	4327	0.053302795338175356	0.06712123228901337	0.04225992632762946	0.05143702979698998	0.6785725006092436	0.8281138902979219
nat	PF00271	6972	0.05852010643748936	0.06418682920923262	0.04577020877064236	0.04896048723593395	0.6566525885162781	0.8141044734404207
nat	PF00271	941	0.05387248515011544	0.06777977635212099	0.042694651320364485	0.05057205620482491	0.6673949247686335	0.8201021607575586
nat	PF00271	2014	0.05832764502766865	0.06267992098547791	0.04543745773344964	0.0489569833561693	0.6893795146310069	0.8321738969451915
nat	PF00271	8582	0.05716017703244011	0.06402323307842869	0.044568263365722505	0.04956308946351298	0.6730727317265417	0.8216627272122856
nat	PF00397	859	0.11222088347838186	0.12418947776315732	0.08983514200779291	0.10027278525506819	0.3076719599643116	0.5590396870288794
nat	PF00397	7733	0.11860999010588708	0.11862756111281836	0.09541655323292426	0.09515355750629122	0.30396808272667064	0.5822428934913688
nat	PF00397	891	0.11291335131034536	0.1229195552462584	0.09076552064282661	0.09791982405418341	0.2832589837242422	0.5513028282303658
nat	PF00397	6541	0.1077943165205768	0.12715519935617225	0.08650819142464135	0.10166583245177256	0.3083024880361859	0.5583955721224027
nat	PF00397	4386	0.11436320506793704	0.12097848535060324	0.09161178603038982	0.09737381334325057	0.31455880894733446	0.570112581771626
nat	PF00397	4327	0.1136022346315101	0.1216850358302938	0.0920835631875808	0.09671373599481384	0.3094120060961232	0.562570560908715
nat	PF00397	6972	0.11252287500882448	0.12568945060936781	0.09087515217094523	0.10090636837887679	0.29079308849753804	0.5442746736798962
nat	PF00397	941	0.11800307613471471	0.12025139352078035	0.09515875903463994	0.09793643712729852	0.2548563399572662	0.5600707909181555
nat	PF00397	2014	0.11510281642251044	0.11975961748845809	0.09263027816541072	0.09632351435606264	0.3689257224922988	0.60816116801301
nat	PF00397	8582	0.11154739653417273	0.12267792287346556	0.08959632526810203	0.09911965473722303	0.29546130768417733	0.5516030245382679
nat	PF00512	859	0.08336272237941263	0.08955527302428588	0.0663537948784041	0.06981006126962945	0.562978966884927	0.7676498368497819
nat	PF00512	7733	0.08181414923802123	0.0949767270846482	0.0651556147443854	0.07401661970623	0.5265648054645279	0.7422597503454771
nat	PF00512	891	0.08258020834409996	0.09580769889636835	0.06572902607769106	0.07349565183056968	0.45319149221868427	0.6991599038196098
nat	PF00512	6541	0.07757964923407336	0.0948898828212096	0.06078259002342122	0.07426854605961088	0.5757735595280922	0.7632888778318017
nat	PF00512	4386	0.0837824526340085	0.09527553396085466	0.06628004702924226	0.07348928991636998	0.41990773194833886	0.6999914429978877
nat	PF00512	4327	0.08126609411615798	0.09035860703682873	0.06416372010686448	0.07075953462717448	0.6159768488538155	0.7850315725093797
nat	PF00512	6972	0.08680629346030265	0.08410390674774834	0.06856840745855886	0.0668366086977871	0.6132603266014276	0.7856025081420346
nat	PF00512	941	0.07564770050339283	0.09966569949857869	0.05974077362192979	0.07666467198861318	0.5084937000303643	0.7234375871762297
nat	PF00512	2014	0.08167172759604	0.09742181343976461	0.06447225743561301	0.07586616101113844	0.5160708705365142	0.7496401387226967
nat	PF00512	8582	0.08257601399549601	0.08987959437292563	0.06544529243781208	0.07053073417647163	0.6189296529328954	0.7900967089772115
nat	PF00595	859	0.02530376918584607	0.21509620112764025	0.01911725288795092	0.1562015358896319	-0.8228273381272464	0.16110953201010497
nat	PF00595	7733	0.02489500344164793	0.19052953420127142	0.01899118376830103	0.14691608726052235	-0.14946320483141373	0.39925464909622665
nat	PF00595	891	0.03040563134280999	0.20116339100535285	0.02398955207958276	0.15523421559108452	-0.8383562311024748	0.5339084146644482
nat	PF00595	6541	0.02657584022324757	0.20708573272292566	0.020436536750217626	0.14872319199081463	-0.5574094181664266	0.5179339966804632
nat	PF00595	4386	0.025622109793623792	0.17492518384539946	0.019988819756840012	0.13397674106758573	-0.0748657143475786	0.4969959197336663
nat	PF00595	4327	0.026937211842534472	0.1517384170373921	0.020779907650920883	0.11609302688478394	0.26341950228990885	0.6983198409024345
nat	PF00595	6972	0.02424467452858028	0.19090043841400195	0.01957643622171829	0.15357914328382893	-0.25874470310072195	0.48484384687796445
nat	PF00595	941	0.024738631063876103	0.16329208276344753	0.01978131355745193	0.12410583715650436	0.23030811359142134	0.6175351551154822
nat	PF00595	2014	0.02976868452213373	0.16044664358415486	0.023039657530147074	0.12670520742773111	-0.03342325918752742	0.6902065988834627
nat	PF00595	8582	0.025548663833901947	0.15736214404209725	0.019854775550278397	0.12061039944839211	0.21496734110417914	0.6560980384009535
nat	PF01535	859	0.08370008666172767	0.08681605467262088	0.06539312633679634	0.06787394510354118	0.3625535979366933	0.6156494894003341
nat	PF01535	7733	0.07651331757695541	0.0970453607325769	0.06005587625764945	0.07496971111471186	0.27885751780688184	0.57817300274559
nat	PF01535	891	0.0798042121019388	0.08948712017035954	0.06204203183573512	0.0705191434593371	0.389172736841774	0.6267371685234402
nat	PF01535	6541	0.07711991765630441	0.09247776259306975	0.06041293828313718	0.07141625486855752	0.3424473966606536	0.5932234511160422
nat	PF01535	4386	0.08321975691790129	0.08680468550983364	0.06536328417169486	0.06780415630371743	0.40012699718019806	0.638887737820316
nat	PF01535	4327	0.08124047327504876	0.08844851125851026	0.06361425101300812	0.07004049103272111	0.3412156106397841	0.6113008442565518
nat	PF01535	6972	0.07935307030469826	0.09044056180752155	0.062111347943283914	0.06991763157341385	0.36051325876038354	0.6127918500370269
nat	PF01535	941	0.0843804975103409	0.08546877195949934	0.0659814401984642	0.06686670698736565	0.3769080798292318	0.6341953760632553
nat	PF01535	2014	0.07834648197890974	0.09338387803638337	0.061377718907074205	0.07344681798987737	0.35969185352709543	0.6151444699487354
nat	PF01535	8582	0.07594485967565828	0.09447214364362874	0.058969603212855624	0.07301110542615896	0.345401644572771	0.5999749406859342
nat	PF07679	859	0.033616824468734104	0.12789123427545257	0.026800894623849797	0.10087175976082645	0.10010107898147813	0.5717558882215206
nat	PF07679	7733	0.03203950534506134	0.1407308578837808	0.024861368341743125	0.10808880834099996	-0.07912605890393754	0.641582268916633
nat	PF07679	891	0.031779255956445346	0.13536457834338403	0.025157190663248223	0.10878835176786625	-0.19904003247403868	0.5831650131679816
nat	PF07679	6541	0.03479535649410979	0.18856690946045426	0.028030923841860005	0.1508599889600479	-1.2369301203242284	0.266353751870329
nat	PF07679	4386	0.029296313413954972	0.15998607301543166	0.022761103455122746	0.12194014570055173	-0.3121823005678017	0.4698139018581655
nat	PF07679	4327	0.027650145938234335	0.20046413570921753	0.021975314320974593	0.14908074856767484	-0.7537528321905698	0.16690195765503957
nat	PF07679	6972	0.030141818063374938	0.151563941694166	0.02372490367893653	0.11847346946296482	-0.2803280049442676	0.4118510421499401
nat	PF07679	941	0.03139112585474702	0.15712264567992879	0.02469273508893171	0.11804951621007928	-0.6773931112216465	0.357593885803863
nat	PF07679	2014	0.03447251273802547	0.17134130398157574	0.027122899432048615	0.13538398897971612	-1.2443890460110425	0.3471322629223964
nat	PF07679	8582	0.0336808354641249	0.1441729748961783	0.026746248206267854	0.11024833824218205	-0.05764782997640672	0.5067812611658976
nat	PF13354	859	0.03246661856336398	0.06951708407933223	0.024934032878734184	0.05060422362427883	0.716053755749366	0.8804016144995344
nat	PF13354	7733	0.032052874225842555	0.06790968759779603	0.024833709173662486	0.05238584823516548	0.7453923022940707	0.8825091038657242
nat	PF13354	891	0.02998390421505505	0.07533440692788043	0.022434331753750692	0.05341730689622635	0.7534901678503845	0.8767820713662061
nat	PF13354	6541	0.03751764382456692	0.07779095352020232	0.028792898872334164	0.05261758534965121	0.776802472772619	0.8971663120865034
nat	PF13354	4386	0.028463443564916632	0.09486352723844405	0.02210377975344874	0.06487082463987855	0.6138749446883289	0.8164446841443372
nat	PF13354	4327	0.02761002050030142	0.09875342920592992	0.021619408563885847	0.06705363020837755	0.5101546624777058	0.7700654115445407
nat	PF13354	6972	0.03125135242837049	0.08633402121605946	0.02446096294370193	0.0592891543656994	0.6797544831694244	0.8388809822855681
nat	PF13354	941	0.030682071617033794	0.0935499581564846	0.02366006168716485	0.06123168660915136	0.6399958130292622	0.8315602829250213
nat	PF13354	2014	0.03299168584840515	0.10348089125342194	0.025289367003576306	0.06666376851785298	0.4350319880246075	0.7642315290187729
nat	PF13354	8582	0.02973091252685323	0.07656659875059511	0.023167930455695134	0.05578917552676398	0.6940338954219609	0.8546445029562211
nat	PF02518	859	0.07395683747017565	0.08404530601166611	0.05823607665095822	0.06306514920569885	0.7530293758310891	0.8691192499775359
nat	PF02518	7733	0.07319099298354952	0.08712022150465185	0.057724819803113475	0.06487079097388138	0.7142074716334041	0.8510313917894978
nat	PF02518	891	0.07183224148404778	0.08880545617317508	0.05654486988645969	0.06595702097239478	0.7284645994458081	0.8553372473905619
nat	PF02518	6541	0.07510554076464854	0.08235812326018205	0.059203354568314256	0.0641769568662409	0.7623826016002729	0.8732951532244775
nat	PF02518	4386	0.07332774086309472	0.08552468213802535	0.05763016699751564	0.0644750619278115	0.7384274267127563	0.8639486510765972
nat	PF02518	4327	0.07694623487731336	0.08052937437845471	0.060404998742152397	0.06288905398988139	0.7760980122172454	0.8810497828576511
nat	PF02518	6972	0.07607441744512064	0.08882923228091578	0.05992183673120797	0.06577844255805292	0.7042281318136515	0.8496667189129231
nat	PF02518	941	0.07542832998044528	0.08624278273987201	0.05938492052282122	0.06416812214448613	0.7162005914926328	0.8541888693664278
nat	PF02518	2014	0.07678856205436448	0.08044432382511624	0.06077750305142003	0.06322458227859958	0.7723971384218424	0.8791321933607117
nat	PF02518	8582	0.07485182916512281	0.08483030688227487	0.059098817343345204	0.06508798662592538	0.7376367721678461	0.8602122478744748
