sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.36944444444444446	0.8720474130142207	0.15102363048484146	0.8
2	0.3	0.779209836936183	0.07826377179958359	0.8
3	0.34909596662030595	0.9100726598974506	0.09158762939207843	0.8
4	0.3527777777777778	0.8990917519842202	0.11141030228775403	0.8
5	0.26666666666666666	0.8491352307795871	0.09866481254331001	0.8
6	0.3194444444444444	0.9013898810156252	0.11322741988764855	0.8
7	0.36666666666666664	0.878051317991039	0.12059762341008826	0.8
8	0.32222222222222224	0.8721022401669697	0.09061739618296462	0.8
9	0.35	0.8793345077375282	0.09758000250774078	0.8
10	0.36666666666666664	0.8860304388635042	0.08805062413661706	0.8
