sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.76	1.3913828713135832	0.57996596733635	0.1
2	0.74	1.3028102351573037	0.5811683928182497	0.1
3	0.72	1.3818832671534638	0.49671202827224825	0.1
4	0.82	1.3674776579064791	0.6280390279298639	0.1
5	0.78	1.441986824763132	0.6160231180588241	0.1
6	0.84	1.3132615655002882	0.6722693190030166	0.1
7	0.86	1.5032864746434902	0.5885759381862753	0.1
8	0.82	1.429033304264331	0.5172452275490191	0.1
9	0.88	1.4224121370605156	0.5700465279570138	0.1
10	0.74	1.2982181681347897	0.42669941227903413	0.1
