sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.5822784810126582	3.3212749728719047	0.5483013006917459	0.3
2	0.6265822784810127	3.1416768890806543	0.5957337721331012	0.3
3	0.6265822784810127	3.157554148461245	0.5887106093196544	0.3
4	0.569620253164557	3.1792219902216674	0.5213648040658817	0.3
5	0.6075949367088608	2.9870358920549935	0.6583001841866364	0.3
6	0.5632911392405063	2.9433064841447765	0.5156011949818392	0.3
7	0.6392405063291139	3.2505517750500927	0.5752639147868701	0.3
8	0.6392405063291139	3.436810204218516	0.6849115226250769	0.3
9	0.6329113924050633	3.4045775356072654	0.48031391373081794	0.3
10	0.6139240506329114	3.065826159318968	0.6525096853625799	0.3
