sim_ind	normalized_rf	kf_distance	MAE
1	0.4189189189189189	1.8153123838725722	0.5210014623049127
2	0.44594594594594594	1.6517013899474757	0.5082748969943852
3	0.527027027027027	1.6784431229956145	0.5578383018607018
4	0.4594594594594595	1.779035408116542	0.5062837639087728
5	0.47297297297297297	1.7027659786428886	0.5113635872312284
6	0.4189189189189189	1.7238403356601686	0.46361829381473757
7	0.44594594594594594	1.9464803001024722	0.5048031606014028
8	0.36486486486486486	1.6420548012485412	0.4742185030807028
9	0.36486486486486486	1.7226502981183975	0.4632924150052632
10	0.40540540540540543	1.821003700795253	0.49974219939263204
