sim_ind	normalized_rf	kf_distance	MAE
1	0.8229166666666666	2.6829754106292105	0.5959394119200493
2	0.8125	2.6611284112899107	0.612715843943405
3	0.84375	2.86626028432053	0.6203192992402694
4	0.8125	2.6782783339667144	0.6784932675668001
5	0.75	2.6914184373345638	0.7170481889608643
6	0.84375	2.8381622943745497	0.5884721584108982
7	0.7916666666666666	2.613705580171939	0.5954957614710716
8	0.84375	2.9752024194443396	0.5617178309095313
9	0.8020833333333334	2.9336909896422028	0.5959526450517566
10	0.78125	2.7730801901156052	0.7906336138722923
