sim_ind	proposal_type	pseudocount	n_mutations	mean MI value
6	random	0.0	20	1.3625720713619804
6	random	0.0	40	1.1803943429639736
6	random	0.0	60	1.0519320317232959
6	random	0.0	80	0.9716277103929959
6	random	0.0	100	0.9067185918773787
6	random	0.0	120	0.8473838709275645
6	random	0.0	140	0.8038682678412857
6	random	0.0	160	0.7744518604930504
6	random	0.0	180	0.7460764858936296
6	random	0.0	200	0.7225553538820241
6	random	0.0	220	0.7040713449980702
6	random	0.0	240	0.6833088370088539
6	random	0.0	260	0.670845646383779
6	random	0.0	280	0.6505019987961341
6	random	0.0	300	0.6310969843991258
6	random	0.0	320	0.6171128964442788
6	random	0.0	340	0.6072473583598488
6	random	0.0	360	0.5941693343132148
6	random	0.0	380	0.5901999791118993
6	random	0.0	400	0.5878941116125291
6	random	0.0	420	0.58657401944956
6	random	0.0	440	0.581896042474126
6	random	0.0	460	0.5769014385247276
6	random	0.0	480	0.5740156124870124
6	random	0.0	500	0.5732643431239799
6	random	0.0	520	0.5689801280001294
6	random	0.0	540	0.5620187475784674
6	random	0.0	560	0.5595190155389251
6	random	0.0	580	0.5648051643365499
6	random	0.0	600	0.561143379456453
6	random	0.0	620	0.5540975163754847
6	random	0.0	640	0.5491998054659396
6	random	0.0	660	0.54679300254454
6	random	0.0	680	0.5390138787199219
6	random	0.0	700	0.5348054119362066
6	random	0.0	720	0.5326049700186276
6	random	0.0	740	0.5270945897731186
6	random	0.0	760	0.5282218594423194
6	random	0.0	780	0.5282338272297574
6	random	0.0	800	0.5208257056115194
6	random	0.0	820	0.5160920731221992
6	random	0.0	840	0.5100995656614422
6	random	0.0	860	0.5070154988877794
6	random	0.0	880	0.5096524107600409
6	random	0.0	900	0.5113905747784643
6	random	0.0	920	0.5129255671391402
6	random	0.0	940	0.510572140982856
6	random	0.0	960	0.5143431449920485
6	random	0.0	980	0.5074901392097758
6	random	0.0	1000	0.5041313510736258
6	random	0.0	1020	0.5013961204342539
6	random	0.0	1040	0.5049552094977732
6	random	0.0	1060	0.502385951707992
6	random	0.0	1080	0.4981684479398762
6	random	0.0	1100	0.4966773558622106
6	random	0.0	1120	0.4971230085977026
6	random	0.0	1140	0.49469482059329056
6	random	0.0	1160	0.49286523758470785
6	random	0.0	1180	0.49361548247809117
6	random	0.0	1200	0.49974329508376863
6	random	0.0	1220	0.49362893861638235
6	random	0.0	1240	0.49476765524731603
6	random	0.0	1260	0.49320178821622507
6	random	0.0	1280	0.49087366571991803
6	random	0.0	1300	0.4906217457636309
6	random	0.0	1320	0.49432435198593966
6	random	0.0	1340	0.501725293790358
6	random	0.0	1360	0.49691021052224366
6	random	0.0	1380	0.49380669440029057
6	random	0.0	1400	0.4883270919388525
6	random	0.0	1420	0.49080543651474395
6	random	0.0	1440	0.4949465549035485
6	random	0.0	1460	0.49699509828878474
6	random	0.0	1480	0.491130174722869
6	random	0.0	1500	0.491339235846443
6	random	0.0	1520	0.4872510470381561
6	random	0.0	1540	0.4912836370897963
6	random	0.0	1560	0.4918560455041166
6	random	0.0	1580	0.4869156526063612
6	random	0.0	1600	0.48526561053126654
6	random	0.0	1620	0.49059171233164345
6	random	0.0	1640	0.48818973792746473
6	random	0.0	1660	0.49277411033883156
6	random	0.0	1680	0.48763686662140404
6	random	0.0	1700	0.4842199727065502
6	random	0.0	1720	0.48312083916542975
6	random	0.0	1740	0.4854430637261873
6	random	0.0	1760	0.4842887574928862
6	random	0.0	1780	0.4835320312751392
6	random	0.0	1800	0.48383345133543515
6	random	0.0	1820	0.48544755294007624
6	random	0.0	1840	0.4806737326429565
6	random	0.0	1860	0.4808914807358445
6	random	0.0	1880	0.48211125645197744
6	random	0.0	1900	0.4807003005965247
6	random	0.0	1920	0.48128950687205085
6	random	0.0	1940	0.474841217473025
6	random	0.0	1960	0.472222859130299
6	random	0.0	1980	0.47976229299951617
6	random	0.0	2000	0.4747978602333821
