sim_ind	normalized_rf	kf_distance	MAE
1	0.8113207547169812	1.7709854503805504	0.9183616259084172
2	0.7358490566037735	1.8228588059964137	0.9163704085750843
3	0.8867924528301887	1.9797106794350174	0.8081751617494949
4	0.8301886792452831	1.894745607909131	0.6594124903286189
5	0.8301886792452831	1.9522451619101535	0.7672332615932655
6	0.8679245283018868	1.9588158798832789	0.9154378370828283
7	0.7924528301886793	1.892971065795469	0.9962232437158263
8	0.8113207547169812	1.9132563861144056	0.6940390992592603
9	0.7735849056603774	1.8682344985512636	0.7931664727366998
10	0.8679245283018868	1.9971381508402717	0.7360753014356912
