sim_ind	normalized_rf	kf_distance	MAE
1	0.5714285714285714	2.1987135411863488	1.0394288631976745
2	0.6428571428571429	2.0391887918232747	1.0085723746849888
3	0.6428571428571429	2.0710634978582654	0.9161605731976753
4	0.5714285714285714	1.963126384175717	1.0084055018731497
5	0.38095238095238093	1.7929378722731713	0.7593339540264268
6	0.5238095238095238	1.8890543145849792	1.00191614744926
7	0.5	2.0824100451884084	0.9736618313065546
8	0.4523809523809524	1.9385052260694113	0.8540499152061316
9	0.40476190476190477	1.9089208811087608	0.8106726726289643
10	0.42857142857142855	1.7255002560805972	0.6628930443456656
