sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.125	3.4138494915594992	2.679463637488888	0.8
2	0.125	1.943315288962523	1.7564632200666666	0.8
3	0.125	1.2732132338091764	2.0223623269555557	0.8
4	0.5	1.1236577588608705	2.1106245577777774	0.8
5	0.25	2.2369720540906046	3.1388839286000008	0.8
6	0.25	3.1131477423050686	2.513345557155555	0.8
7	0.0	2.1672904167008746	2.472725405622221	0.8
8	0.25	1.497429592799529	2.38455363988889	0.8
9	0.25	1.1059662720810677	1.7725628027111107	0.8
10	0.5	1.7184738659650376	2.3508885815555556	0.8
