sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.9056603773584906	2.0448595285872315	1.1082826322343433	0.0
2	0.9811320754716981	2.0605914069088485	1.3693824326074076	0.0
3	0.9433962264150944	1.996188533887225	1.2246328341845132	0.0
4	0.9811320754716981	1.9804796628299188	1.292704148949495	0.0
5	0.8867924528301887	2.045114916587941	1.16471470587744	0.0
6	0.8867924528301887	1.9959625186977918	1.2837163826154883	0.0
7	0.8867924528301887	1.9153376306718388	1.3391660591434345	0.0
8	0.8679245283018868	1.9296195087439192	1.1365534514558913	0.0
9	0.9245283018867925	1.9777815460387578	1.3728717540309767	0.0
10	0.8679245283018868	1.9083026311535387	1.3027114088350167	0.0
