sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.5083532219570406	5.27962620361403	1.089734293283785	0.4
2	0.5274463007159904	5.050407002495516	1.1783887581573584	0.4
3	0.5059665871121718	5.036149978213246	0.9637399065748695	0.4
4	0.5465393794749404	5.238919206850627	1.2110116892111582	0.4
5	0.5513126491646778	5.155370378322492	1.1607322374608249	0.4
6	0.5608591885441527	5.157293654698129	1.3088717839674944	0.4
7	0.4821002386634845	4.949026885593567	0.9238544766724974	0.4
8	0.5346062052505967	5.186763731026433	1.0471835863294143	0.4
9	0.5346062052505967	5.169318229131361	1.363328749574505	0.4
10	0.513126491646778	5.037480303740436	1.2422807855669513	0.4
