sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.45714285714285713	2.318114798154978	0.3349338378973154	0.6
2	0.4253968253968254	2.2722491323082914	0.3935803078286287	0.6
3	0.4634920634920635	2.2076487151471023	0.29566590786697033	0.6
4	0.4666666666666667	2.2499599019881846	0.632984978603125	0.6
5	0.40916271721958924	2.0023916788473275	0.2861486337613542	0.6
6	0.46496815286624205	1.9828424238254574	0.4196784346510064	0.6
7	0.41812400635930047	2.2328735846245364	0.39264344461827344	0.6
8	0.46496815286624205	2.3791376819678773	0.47152414671784587	0.6
9	0.45310015898251194	2.376663676782349	0.326475101848778	0.6
10	0.4050632911392405	1.9565313746436976	0.4227757889151792	0.6
