sim_ind	normalized_rf	kf_distance	MAE
1	0.5316455696202531	3.09152827516607	0.4649521101665097
2	0.5379746835443038	2.9330841101314724	0.553838108208883
3	0.5886075949367089	3.24397342653054	0.4684453015463842
4	0.5379746835443038	2.782965091095485	0.415433765152752
5	0.5316455696202531	2.8585012637963896	0.43397865312546946
6	0.5316455696202531	2.808888872596597	0.5096610405496828
7	0.5632911392405063	2.8921982765750425	0.4700438493537724
8	0.5506329113924051	3.0726471852427264	0.5475464968065255
9	0.5822784810126582	3.161612723533078	0.46700375809206135
10	0.6075949367088608	3.2021446619663925	0.46725823968388247
