sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.9433962264150944	1.9637105129445147	1.397520103577106	0.1
2	0.8490566037735849	1.90036668784731	1.1048545239003353	0.1
3	0.8867924528301887	1.9371683390024692	1.2586570698410784	0.1
4	0.8490566037735849	1.8449674859733343	1.1204455938639732	0.1
5	0.8679245283018868	1.843372460297006	1.098116731134006	0.1
6	0.8490566037735849	1.9345789302597298	1.1554482231932668	0.1
7	0.9245283018867925	1.9992957135399214	1.2557009462545472	0.1
8	0.8679245283018868	1.99284708173241	1.028927795209426	0.1
9	0.7924528301886793	1.746821925052326	1.086842603538046	0.1
10	0.8490566037735849	1.8914350168508725	0.9896502244956241	0.1
